us,Red,IR,Ratio,Ambient,drdt,ddrdt,Notes,dRed/dt,dIR/dt,,,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,dt,
21187569,3084.6,2715.8,1.1358,1090.7,0.09,1.441,,0.0002436054,-0.00009616,,,,,,0.0002627195,-4.972642009E-010,5800.4,0.031212,32.0389593746
21218767,3092.2,2712.8,1.1398,1087.7,0.13,1.285,,0.0001569205,-0.0002177672,,,,,,0.0001474453,-3.693262777E-009,5805,0.031198,32.0533367524
21249993,3097.1,2706,1.1445,1086.3,0.15,0.639,,1.600256041E-005,-0.0003168507,,,,,,-6.084673029E-005,-6.676456162E-009,5803.1,0.031226,32.0245948889
21281238,3097.6,2696.1,1.1489,1087.2,0.141,-0.263,,-0.0001345636,-0.000368448,,,,,,-0.0003008481,-7.685947781E-009,5793.7,0.031245,32.0051208193
21312450,3093.4,2684.6,1.1523,1089.7,0.108,-1.068,,-0.0002401922,-0.0003522818,,,,,,-0.0005030117,-6.47026809E-009,5778,0.031212,32.0389593746
21343675,3085.9,2673.6,1.1542,1092.1,0.061,-1.508,,-0.000288286,-0.0002818796,,,,,,-0.000592474,-2.86627954E-009,5759.5,0.031225,32.0256204964
21374894,3076.9,2664.8,1.1547,1092.9,0.015,-1.477,,-0.0002820694,-0.000201936,,,,,,-0.0005701656,7.144395486E-010,5741.7,0.031219,32.0317755213
21406092,3068.1,2658.5,1.1541,1091.4,-0.02,-1.122,,-0.000256205,-0.0001281025,,,,,,-0.0004840054,2.759864804E-009,5726.6,0.031198,32.0533367524
21437317,3060.1,2654.5,1.1528,1088.6,-0.04,-0.637,,-0.0002176766,-8.643042351E-005,,,,,,-0.0003843074,3.195651612E-009,5714.6,0.031225,32.0256204964
21468556,3053.3,2651.8,1.1514,1086,-0.044,-0.128,,-0.0001729384,-7.686148919E-005,,,,,,-0.000304107,2.568467583E-009,5705.1,0.031239,32.0112679663
21499781,3047.9,2649.4,1.1504,1085.3,-0.032,0.376,,-0.0001185441,-8.650519031E-005,,,,,,-0.0002497998,1.738442518E-009,5697.3,0.031225,32.0256204964
21530993,3044.2,2646.7,1.1502,1086.8,-0.008,0.774,,-6.401024164E-005,-0.0001024164,,,,,,-0.0002050493,1.433162526E-009,5690.9,0.031212,32.0389593746
21562238,3042.2,2643.5,1.1508,1089.7,0.02,0.904,,-3.20256205E-006,-9.287429944E-005,,,,,,-0.0001664266,1.237431492E-009,5685.7,0.031245,32.0051208193
21593463,3042.1,2640.6,1.1521,1092.4,0.041,0.662,,4.487323312E-005,-5.769415686E-005,,,,,,-9.607686149E-005,2.251552785E-009,5682.7,0.031225,32.0256204964
21624662,3043.5,2638.8,1.1534,1093.3,0.042,0.045,,5.764611689E-005,9.607686149E-006,,,,,,-1.282092375E-005,2.666323066E-009,5682.3,0.031199,32.0523093689
21655887,3045.3,2639.1,1.1539,1092,0.017,-0.812,,3.845537574E-005,0.0001089569,,,,,,6.725380304E-005,2.566579916E-009,5684.4,0.031225,32.0256204964
21687092,3046.5,2642.5,1.1529,1089.2,-0.033,-1.605,,6.399590426E-006,0.0002207859,,,,,,0.0001474123,2.56712476E-009,5689,0.031205,32.0461464509
21718344,3046.7,2649.4,1.15,1086.7,-0.094,-1.931,,0,0.0003266613,,,,,,0.0002271855,2.556423216E-009,5696.1,0.031252,31.9979521311
21749569,3046.7,2659.6,1.1456,1086,-0.141,-1.512,,3.844675125E-005,0.0003876714,,,,,,0.0003266613,3.183024092E-009,5706.3,0.031225,32.0256204964
21780781,3047.9,2671.7,1.1408,1087.6,-0.153,-0.402,,9.936534393E-005,0.0003878454,,,,,,0.0004261182,3.185166713E-009,5719.6,0.031212,32.0389593746
21811979,3051,2683.8,1.1368,1090.8,-0.127,0.858,,0.0001633568,0.0003235106,,,,,,0.0004872107,0.000000002,5734.8,0.031198,32.0533367524
21843199,3056.1,2693.9,1.1344,1093.7,-0.077,1.603,,0.0001919939,0.0002399923,,,,,,0.0004868674,0,5750,0.03122,32.0307495195
21874450,3062.1,2701.4,1.1336,1095,-0.028,1.537,,0.0001826221,0.000153787,,,,,,0.0004319862,-1.757886491E-009,5763.5,0.031251,31.9989760328
21905662,3067.8,2706.2,1.1336,1094,0.002,0.977,,0.0001505204,8.967173739E-005,,,,,,0.0003364091,-3.058369428E-009,5774,0.031212,32.0389593746
21936887,3072.5,2709,1.1342,1091.7,0.018,0.525,,0.0001216545,2.561147394E-005,,,,,,0.0002401922,-3.082689982E-009,5781.5,0.031225,32.0256204964
21968123,3076.3,2709.8,1.1353,1089.9,0.034,0.514,,0.0001026233,-4.810467577E-005,,,,,,0.000147266,-0.000000003,5786.1,0.031236,32.0143424254
21999305,3079.5,2708.3,1.137,1089.9,0.057,0.719,,8.959713289E-005,-0.0001055966,,,,,,5.451863254E-005,-0.000000003,5787.8,0.031182,32.0697838497
22030556,3082.3,2705,1.1395,1092.1,0.078,0.667,,7.365892714E-005,-0.0001377102,,,,,,-1.599948802E-005,-2.261500884E-009,5787.3,0.031251,31.9989760328
22061781,3084.6,2700.7,1.1421,1095.5,0.085,0.231,,4.166933778E-005,-0.000134624,,,,,,-6.405124099E-005,-1.537606892E-009,5785.3,0.031225,32.0256204964
22092979,3085.9,2696.5,1.1444,1098.2,0.073,-0.376,,-9.609224856E-006,-0.0001249199,,,,,,-9.295467658E-005,-9.256504592E-010,5782.4,0.031198,32.0533367524
22124199,3085.6,2692.6,1.1459,1098.7,0.049,-0.789,,-8.643042351E-005,-0.0001280451,,,,,,-0.0001345291,-1.332600532E-009,5778.2,0.03122,32.0307495195
22155438,3082.9,2688.6,1.1467,1096.6,0.023,-0.813,,-0.0001665386,-0.0001601332,,,,,,-0.0002144755,-2.560741428E-009,5771.5,0.031239,32.0112679663
22186662,3077.7,2683.6,1.1469,1092.9,0.006,-0.542,,-0.0002430911,-0.0002111054,,,,,,-0.0003266718,-3.591545682E-009,5761.3,0.031224,32.0266461696
22217926,3070.1,2677,1.1469,1089.4,0,-0.203,,-0.0002946923,-0.0002626606,,,,,,-0.0004541965,-4.084189374E-009,5747.1,0.031264,31.9856704197
22249145,3060.9,2668.8,1.1469,1087.7,0.002,0.057,,-0.0003173179,-0.0002948812,,,,,,-0.0005573529,-3.299525784E-009,5729.7,0.031219,32.0317755213
22280344,3051,2659.6,1.1472,1088.3,0.009,0.228,,-0.000307574,-0.0003139818,,,,,,-0.0006121991,-1.756821643E-009,5710.6,0.031199,32.0523093689
22311556,3041.4,2649.8,1.1478,1090.5,0.019,0.334,,-0.0002626858,-0.0003011276,,,,,,-0.0006215558,-2.999039367E-010,5691.2,0.031212,32.0389593746
22342772,3033.2,2640.4,1.1488,1092.6,0.032,0.397,,-0.0001793665,-0.0002626437,,,,,,-0.0005638134,1.850005859E-009,5673.6,0.031216,32.0348539211
22373993,3027.6,2632.2,1.1502,1093.2,0.046,0.456,,-7.361177788E-005,-0.0002048328,,,,,,-0.0004420102,3.901949115E-009,5659.8,0.031221,32.0297235835
22405238,3025.3,2625.8,1.1521,1091.9,0.061,0.499,,2.883506344E-005,-0.0001377675,,,,,,-0.0002784446,5.238962055E-009,5651.1,0.031245,32.0051208193
22436450,3026.2,2621.5,1.1544,1089.2,0.073,0.378,,0.0001056845,-7.365892714E-005,,,,,,-0.0001089325,5.425254897E-009,5647.7,0.031212,32.0389593746
22467675,3029.5,2619.2,1.1566,1086.9,0.071,-0.06,,0.0001409714,6.407791875E-006,,,,,,3.20256205E-005,4.516150275E-009,5648.7,0.031225,32.0256204964
22498887,3033.9,2619.4,1.1582,1086,0.051,-0.656,,0.0001471623,8.637788726E-005,,,,,,0.0001473792,3.69427038E-009,5653.3,0.031212,32.0389593746
22530145,3038.5,2622.1,1.1588,1087.3,0.019,-1.019,,0.0001409714,0.0001409714,,,,,,0.0002335402,2.760508797E-009,5660.6,0.031258,31.9918100966
22561357,3042.9,2626.5,1.1585,1089.7,-0.009,-0.915,,0.0001153403,0.0001601948,,,,,,0.0002819428,1.548487708E-009,5669.4,0.031212,32.0389593746
22592569,3046.5,2631.5,1.1577,1092,-0.027,-0.562,,8.009739844E-005,0.0001569909,,,,,,0.0002755351,-2.052989836E-010,5678,0.031212,32.0389593746
22623781,3049,2636.4,1.1565,1092.7,-0.039,-0.367,,4.159866884E-005,0.000156795,,,,,,0.0002370883,-1.231793901E-009,5685.4,0.031212,32.0389593746
22655032,3050.3,2641.3,1.1548,1091.4,-0.053,-0.473,,0.000012818,0.0001826572,,,,,,0.0001983937,-1.239736254E-009,5691.6,0.031251,31.9989760328
22686238,3050.7,2647,1.1525,1088.8,-0.074,-0.648,,1.922337562E-005,0.0002210688,,,,,,0.0001954752,0,5697.7,0.031206,32.0451195283
22717450,3051.3,2653.9,1.1497,1086.5,-0.089,-0.508,,0.000073567,0.0002622825,,,,,,0.0002402922,1.436165038E-009,5705.2,0.031212,32.0389593746
22748714,3053.6,2662.1,1.147,1085.7,-0.086,0.112,,0.0001698065,0.0002787389,,,,,,0.0003358495,3.061557865E-009,5715.7,0.031264,31.9856704197
22779926,3058.9,2670.8,1.1453,1086.9,-0.055,0.993,,0.0002818796,0.0002498478,,,,,,0.0004485454,3.604653654E-009,5729.7,0.031212,32.0389593746
22811145,3067.7,2678.6,1.1453,1089.4,-0.002,1.697,,0.000365408,0.0001859094,,,,,,0.0005317275,2.665066077E-009,5746.3,0.031219,32.0317755213
22842343,3079.1,2684.4,1.147,1091.6,0.056,1.842,,0.0003739669,0.0001037051,,,,,,0.0005513174,6.274998714E-010,5763.5,0.031198,32.0533367524
22874164,3091,2687.7,1.1501,1092.1,0.096,1.28,,0.0003390936,2.934463645E-005,,,,,,0.000477672,-2.360581272E-009,5778.7,0.031821,31.4257880016
22904834,3101.4,2688.6,1.1535,1090.7,0.113,0.551,,0.0002371947,-3.205333675E-006,,,,,,0.0003684382,-3.432757122E-009,5790,0.03067,32.605151614
22936032,3108.8,2688.5,1.1563,1088,0.088,-0.794,,0.0001313261,3.203074952E-005,,,,,,0.0002339894,-4.3837253E-009,5797.3,0.031198,32.0533367524
22967252,3112.9,2689.5,1.1574,1085.7,0.036,-1.667,,7.051734086E-005,0.000115392,,,,,,0.0001633568,-2.264008454E-009,5802.4,0.03122,32.0307495195
22998450,3115.1,2693.1,1.1567,1085,-0.024,-1.926,,5.764611689E-005,0.0002017614,,,,,,0.0001859094,7.223744591E-010,5808.2,0.031198,32.0533367524
23029675,3116.9,2699.4,1.1547,1086.3,-0.065,-1.336,,6.719784967E-005,0.0002303926,,,,,,0.0002594075,2.355861685E-009,5816.3,0.031225,32.0256204964
23060926,3119,2706.6,1.1524,1088.7,-0.074,-0.266,,0.000044843,0.000169763,,,,,,0.0002975905,1.222832701E-009,5825.6,0.031251,31.9989760328
23092146,3120.4,2711.9,1.1506,1090.7,-0.055,0.593,,,,,,,,,0.000214606,-2.655417597E-009,5832.3,0.03122,32.0307495195
23123357,3119.2,2713,1.1497,1090.9,-0.03,0.812,,,,,,,,,-0.000003204,-0.000000007,5832.2,0.031211,32.0399859024
23154556,3113.7,2709.5,1.1492,1089,-0.016,0.455,,,,,,,,,-0.0002884708,-9.139943793E-009,5823.2,0.031199,32.0523093689
23185819,3103.9,2702.1,1.1487,1085.9,-0.017,-0.053,,,,,,,,,-0.0005501711,-8.388100404E-009,5806,0.031263,31.9866935355
23217032,3090.9,2692.7,1.1479,1083.2,-0.026,-0.264,,,,,,,,,-0.0007176497,-5.357085642E-009,5783.6,0.031213,32.0379329126
23248238,3077.1,2682.5,1.1471,1082.1,-0.026,-0.002,,,,,,,,,-0.0007690829,-1.647812496E-009,5759.6,0.031206,32.0451195283
23279463,3064.6,2672.4,1.1468,1082.9,-0.01,0.497,,,,,,,,,-0.000723779,1.451767143E-009,5737,0.031225,32.0256204964
23310675,3054.6,2662.6,1.1473,1084.8,0.016,0.833,,,,,,,,,-0.0006343714,2.863334751E-009,5717.2,0.031212,32.0389593746
23341936,3047.3,2653.3,1.1485,1086.5,0.04,0.782,,,,,,,,,-0.0005310131,3.311492766E-009,5700.6,0.031261,31.9887399635
23373145,3042.1,2644.9,1.1502,1086.8,0.053,0.418,,,,,,,,,-0.0004357717,0.000000003,5687,0.031209,32.0420391554
23404357,3038.3,2637.8,1.1518,1085.3,0.052,-0.036,,,,,,,,,-0.0003492247,2.773144777E-009,5676.1,0.031212,32.0389593746
23435569,3035.6,2632.4,1.1532,1082.9,0.043,-0.282,,,,,,,,,-0.0002595156,2.87418577E-009,5668,0.031212,32.0389593746
23466820,3034.4,2628.7,1.1544,1080.9,0.038,-0.181,,,,,,,,,-0.000156795,3.291060758E-009,5663.1,0.031251,31.9989760328
23498032,3035.5,2626.6,1.1556,1080.7,0.041,0.117,,,,,,,,,-0.000032039,0.000000004,5662.1,0.031212,32.0389593746
23529238,3038.8,2626,1.1572,1082.5,0.05,0.281,,,,,,,,,8.652182273E-005,3.798564081E-009,5664.8,0.031206,32.0451195283
23560503,3043.4,2626.1,1.1589,1085.5,0.054,0.115,,,,,,,,,0.0001503278,0.000000002,5669.5,0.031265,31.9846473693
23591688,3047.6,2626.5,1.1603,1088,0.045,-0.277,,,,,,,,,0.0001475068,0,5674.1,0.031185,32.0666987334
23622926,3049.9,2626.8,1.1611,1088.8,0.025,-0.652,,,,,,,,,0.000083232,-2.061082351E-009,5676.7,0.031238,32.0122927204
23654145,3050.3,2627.2,1.1611,1087.2,0,-0.801,,,,,,,,,2.562542042E-005,-1.844117442E-009,5677.5,0.031219,32.0317755213
23685396,3049.6,2628.2,1.1603,1084.3,-0.024,-0.777,,,,,,,,,9.59969281E-006,-5.133325093E-010,5677.8,0.031251,31.9989760328
23716609,3049,2631.1,1.1588,1081.3,-0.047,-0.732,,,,,,,,,7.36872457E-005,2.050736069E-009,5680.1,0.031213,32.0379329126
23747820,3050,2636.8,1.1567,1079.8,-0.069,-0.692,,,,,,,,,0.0002146679,4.516728922E-009,5686.8,0.031211,32.0399859024
23779045,3052.9,2645.5,1.154,1080.1,-0.087,-0.573,,,,,,,,,0.0003714972,0.000000005,5698.4,0.031225,32.0256204964
23810291,3057.5,2656.4,1.151,1081.9,-0.095,-0.265,,,,,,,,,0.0004960635,0.000000004,5713.9,0.031246,32.0040965244
23841470,3063.1,2667.5,1.1483,1084,-0.087,0.253,,,,,,,,,0.0005356169,1.265871648E-009,5730.6,0.031179,32.0728695596
23872714,3068.6,2676.8,1.1464,1085,-0.061,0.829,,,,,,,,,0.0004736909,-0.000000002,5745.4,0.031244,32.0061451799
23903926,3073.5,2682.9,1.1456,1084.5,-0.025,1.154,,,,,,,,,0.0003524286,-3.881141837E-009,5756.4,0.031212,32.0389593746
23935199,3077.7,2685.8,1.1459,1082.8,0.011,1.147,,,,,,,,,0.0002270329,-0.000000004,5763.5,0.031273,31.9764653215
23966397,3081.6,2686.4,1.1471,1081,0.038,0.869,,,,,,,,,0.00014424,-2.647423925E-009,5768,0.031198,32.0533367524
23997620,3085.7,2686.3,1.1487,1080.1,0.051,0.433,,,,,,,,,0.0001281107,-5.16998774E-010,5772,,
24028834,3090.2,2686.4,1.1503,1080.8,0.052,0.02,,,,,,,,,0.0001473698,6.168235705E-010,5776.6,,
24060092,3095.1,2687.6,1.1516,1082.7,0.043,-0.293,,,,,,,,,0.00019515,1.530732095E-009,5782.7,,
24091308,3100.3,2690.1,1.1525,1084.6,0.027,-0.518,,,,,,,,,0.0002466684,1.648164745E-009,5790.4,,
24122503,3105.4,2694,1.1527,1085.6,0.008,-0.581,,,,,,,,,0.0002885078,1.340319019E-009,5799.4,,
24153728,3110.1,2698.2,1.1526,1084.9,-0.003,-0.358,,,,,,,,,0.000285028,-1.115483656E-010,5808.3,,
24184967,3113.5,2701.3,1.1526,1082.8,-0.002,0.036,,,,,,,,,0.0002080732,-2.4645246E-009,5814.8,,
24216185,3114.6,2701.6,1.1529,1080.4,0.01,0.374,,,,,,,,,4.484592222E-005,-5.225113466E-009,5816.2,,
24247397,3112.8,2697.9,1.1538,1079,0.028,0.591,,,,,,,,,-0.0001762143,-7.081177487E-009,5810.7,,
24278622,3108.1,2690.1,1.1554,1079.3,0.051,0.71,,,,,,,,,-0.0004003203,-7.180122377E-009,5798.2,,
24309873,3101.3,2679,1.1576,1081,0.071,0.657,,,,,,,,,-0.0005727817,-5.52318382E-009,5780.3,,
24341092,3093.4,2666.4,1.1601,1083,0.082,0.332,,,,,,,,,-0.0006566514,-2.683745391E-009,5759.8,,
24372305,3085.4,2654.3,1.1624,1084.2,0.073,-0.259,,,,,,,,,-0.0006439625,4.064494905E-010,5739.7,,
24403556,3078.1,2644.7,1.1639,1083.7,0.046,-0.864,,,,,,,,,-0.0005407827,3.30566612E-009,5722.8,,
24434781,3072,2638.6,1.1642,1081.9,0.011,-1.119,,,,,,,,,-0.0003907126,4.80209033E-009,5710.6,,
24465993,3067.4,2635.7,1.1638,1080,-0.015,-0.855,,,,,,,,,-0.0002402922,4.817305837E-009,5703.1,,
24497185,3064.7,2635.1,1.163,1079.3,-0.024,-0.283,,,,,,,,,-0.0001057964,4.309106666E-009,5699.8,,
24528410,3063.9,2635.7,1.1625,1080.3,-0.018,0.185,,,,,,,,,-6.405124099E-006,3.186433507E-009,5699.6,,
24559675,3064.9,2637.1,1.1622,1082.8,-0.008,0.342,,,,,,,,,7.676315369E-005,2.663515702E-009,5702,,
24590887,3067.6,2639.3,1.1623,1085.2,0.002,0.313,,,,,,,,,0.0001569909,2.566056205E-009,5706.9,,
24622092,3071.8,2642.1,1.1626,1086.3,0.011,0.299,,,,,,,,,0.000224323,2.157251193E-009,5713.9,,
24653332,3076.9,2645,1.1633,1085.3,0.02,0.272,,,,,,,,,0.0002560819,0.000000001,5721.9,,
24684544,3081.8,2647.7,1.164,1082.7,0.022,0.072,,,,,,,,,0.0002434961,-4.028762796E-010,5729.5,,
24715781,3085.7,2649.9,1.1644,1079.9,0.015,-0.233,,,,,,,,,0.0001952812,-1.544753757E-009,5735.6,,
24746993,3088.4,2652,1.1646,1078.5,0.005,-0.327,,,,,,,,,0.000153787,-1.328368025E-009,5740.4,,
24778185,3090.9,2654,1.1646,1079.3,0.002,-0.099,,,,,,,,,0.0001442678,-3.049866729E-010,5744.9,,
24809410,3094.1,2656.1,1.1649,1081.9,0.008,0.216,,,,,,,,,0.0001697358,8.16492295E-010,5750.2,,
24840662,3099,2658.9,1.1655,1085,0.02,0.369,,,,,,,,,0.0002463842,2.45471394E-009,5757.9,,
24871873,3105.5,2662.4,1.1664,1086.8,0.029,0.277,,,,,,,,,0.0003203999,2.368348509E-009,5767.9,,
24903092,3112.4,2666.6,1.1672,1086.6,0.024,-0.136,,,,,,,,,0.0003555527,1.126296795E-009,5779,,
24934305,3117.8,2671.5,1.1671,1084.8,-0.003,-0.873,,,,,,,,,0.0003299907,-8.18796223E-010,5789.3,,
24965569,3119.6,2676.9,1.1654,1082.9,-0.054,-1.644,,,,,,,,,0.0002302968,-3.193985903E-009,5796.5,,
24996767,3117.1,2683,1.1618,1082.3,-0.115,-1.933,,,,,,,,,0.000115392,-3.675307533E-009,5800.1,,
25027979,3111.7,2689.7,1.1569,1083.8,-0.157,-1.354,,,,,,,,,4.165064719E-005,-2.363656809E-009,5801.4,,
25059238,3106.2,2696.7,1.1519,1086.6,-0.161,-0.138,,,,,,,,,4.798617998E-005,2.029838778E-010,5802.9,,
25090450,3103.5,2703.7,1.1479,1089.2,-0.128,1.065,,,,,,,,,0.0001377675,2.872175864E-009,5807.2,,
25121675,3104.7,2710,1.1456,1090,-0.072,1.778,,,,,,,,,0.0002401922,3.281578509E-009,5814.7,,
25152861,3108.3,2714.3,1.1451,1088.3,-0.015,1.846,,,,,,,,,0.0002533188,4.203888927E-010,5822.6,,
25184123,3111.8,2715.2,1.1461,1084.8,0.029,1.409,,,,,,,,,0.000140746,-3.609723701E-009,5827,,
25215357,3112.5,2712,1.1477,1081.3,0.052,0.731,,,,,,,,,-0.000080041,-7.062469917E-009,5824.5,,
25246569,3109.5,2705.2,1.1495,1079.4,0.057,0.169,,,,,,,,,-0.0003139818,-7.489941118E-009,5814.7,,
25277808,3103.6,2695.8,1.1513,1079.9,0.058,0.034,,,,,,,,,-0.0004897724,-5.632147828E-009,5799.4,,
25308979,3096.8,2684.9,1.1534,1082.2,0.068,0.317,,,,,,,,,-0.0005678355,-2.498898436E-009,5781.7,,
25340252,3091.2,2673.6,1.1562,1084.3,0.088,0.642,,,,,,,,,-0.0005404023,8.800880363E-010,5764.8,,
25371463,3087.9,2662.9,1.1596,1084.7,0.11,0.7,,,,,,,,,-0.0004485598,2.936797279E-009,5750.8,,
25402675,3087.4,2653.8,1.1634,1082.8,0.12,0.319,,,,,,,,,-0.000307574,4.517182809E-009,5741.2,,
25433873,3088.9,2647.4,1.1668,1079.3,0.109,-0.37,,,,,,,,,-0.0001570614,4.822268996E-009,5736.3,,
25465092,3091.2,2644.1,1.1691,1076.2,0.074,-1.116,,,,,,,,,-3.203177552E-005,0.000000004,5735.3,,
25496344,3093.4,2644.3,1.1698,1075.1,0.025,-1.569,,,,,,,,,7.679508511E-005,3.485917571E-009,5737.7,,
25527556,3095.2,2647.4,1.1691,1076.6,-0.023,-1.54,,,,,,,,,0.0001569909,2.566101876E-009,5742.6,,
25558767,3096.7,2652.8,1.1673,1079.7,-0.057,-1.083,,,,,,,,,0.0002210759,2.053216769E-009,5749.5,,
25589993,3098.4,2659.2,1.1652,1082.6,-0.069,-0.394,,,,,,,,,0.0002593992,1.2278785E-009,5757.6,,
25621238,3100.6,2665.3,1.1633,1083.5,-0.06,0.309,,,,,,,,,0.0002656425,1.999386473E-010,5765.9,,
25652460,3103.4,2670.3,1.1622,1081.8,-0.035,0.798,,,,,,,,,0.0002498238,-5.062781449E-010,5773.7,,
25683662,3106.6,2673.5,1.162,1078.4,-0.007,0.905,,,,,,,,,0.0002051151,-1.431964174E-009,5780.1,,
25714887,3109.5,2675,1.1624,1075.2,0.013,0.633,,,,,,,,,0.0001409127,-2.057634977E-009,5784.5,,
25746123,3111.1,2675.2,1.1629,1073.9,0.017,0.133,,,,,,,,,5.762581637E-005,-2.667315094E-009,5786.3,,
25777357,3110.9,2674.9,1.163,1075.2,0.003,-0.464,,,,,,,,,-1.60081962E-005,-2.357344492E-009,5785.8,,
25808556,3109.4,2675.7,1.1621,1078,-0.03,-1.057,,,,,,,,,-2.243661656E-005,-2.058148288E-010,5785.1,,
25839753,3107.7,2679.6,1.1597,1080.5,-0.075,-1.426,,,,,,,,,7.051960124E-005,0.000000003,5787.3,,
25870993,3107.1,2687.5,1.1562,1081.2,-0.115,-1.29,,,,,,,,,0.0002336748,5.229835391E-009,5794.6,,
25902238,3108.5,2698.3,1.152,1079.9,-0.133,-0.585,,,,,,,,,0.0003904625,0.000000005,5806.8,,
25933410,3111.7,2710,1.1482,1077.6,-0.12,0.419,,,,,,,,,0.0004779931,2.801427323E-009,5821.7,,
25964662,3116.4,2720.1,1.1457,1076,-0.081,1.257,,,,,,,,,0.0004735697,-1.419023215E-010,5836.5,,
25995873,3122.1,2727.4,1.1447,1076.2,-0.033,1.543,,,,,,,,,0.0004165198,-1.825479163E-009,5849.5,,
26027123,3128.2,2731.9,1.145,1078.4,0.011,1.406,,,,,,,,,0.0003392,-2.477325838E-009,5860.1,,
26058291,3134.6,2734,1.1465,1081.3,0.048,1.167,,,,,,,,,0.0002727156,-2.127500616E-009,5868.6,,
26089516,3141.1,2733.8,1.149,1083.3,0.079,0.997,,,,,,,,,0.0002017614,-2.276507849E-009,5874.9,,
26120767,3146.9,2731,1.1523,1083.3,0.106,0.871,,,,,,,,,9.59969281E-005,-3.387173131E-009,5877.9,,
26151984,3151.2,2725.3,1.1563,1081.5,0.127,0.684,,,,,,,,,-4.484735881E-005,-4.506872961E-009,5876.5,,
26183185,3152.6,2716.4,1.1606,1078.9,0.139,0.374,,,,,,,,,-0.0002403769,-6.263559989E-009,5869,,
26214450,3150.4,2704.4,1.1649,1077.1,0.138,-0.02,,,,,,,,,-0.000454182,-6.852507344E-009,5854.8,,
26245675,3144.5,2690.1,1.1689,1077.1,0.128,-0.322,,,,,,,,,-0.0006469175,-6.164578327E-009,5834.6,,
26276873,3136.1,2674.8,1.1725,1078.8,0.115,-0.435,,,,,,,,,-0.0007596641,-3.610778127E-009,5810.9,,
26308124,3126.8,2659.6,1.1757,1081,0.102,-0.403,,,,,,,,,-0.0007839749,-7.792432775E-010,5786.4,,
26339344,3117.8,2645.8,1.1784,1082.4,0.087,-0.468,,,,,,,,,-0.0007303011,1.7175074E-009,5763.6,,
26370556,3109.5,2634.5,1.1803,1082.1,0.062,-0.828,,,,,,,,,-0.0006279636,3.277946358E-009,5744,,
26401781,3101.9,2626.6,1.181,1080.5,0.02,-1.329,,,,,,,,,-0.0004963971,4.215253302E-009,5728.5,,
26432993,3094.9,2622.8,1.18,1078.5,-0.031,-1.626,,,,,,,,,-0.0003460208,4.815896123E-009,5717.7,,
26464185,3089,2623,1.1776,1077.5,-0.076,-1.439,,,,,,,,,-0.0001827392,5.231372464E-009,5712,,
26495450,3084.8,2626.5,1.1745,1078.2,-0.1,-0.793,,,,,,,,,-2.238925316E-005,5.140738354E-009,5711.3,,
26526662,3082.6,2631.9,1.1713,1080.3,-0.104,-0.117,,,,,,,,,0.0001025247,0.000000004,5714.5,,
26557895,3082.5,2638.6,1.1682,1082.6,-0.097,0.222,,,,,,,,,0.000211315,3.485527532E-009,5721.1,,
26589092,3083.9,2646.4,1.1653,1084,-0.093,0.126,,,,,,,,,0.0002949002,2.676182093E-009,5730.3,,
26620305,3086.5,2655.4,1.1623,1083.7,-0.096,-0.078,,,,,,,,,0.00037164,2.459847778E-009,5741.9,,
26651556,3089.8,2665.2,1.1593,1081.9,-0.097,-0.033,,,,,,,,,0.0004191866,1.523293635E-009,5755,,
26682781,3093.5,2674.6,1.1567,1079.6,-0.085,0.358,,,,,,,,,0.0004195356,0,5768.1,,
26713979,3097.6,2682.3,1.1548,1077.8,-0.059,0.855,,,,,,,,,0.0003782294,-1.322858441E-009,5779.9,,
26745199,3102,2687.9,1.154,1077.4,-0.025,1.066,,,,,,,,,0.0003203075,-1.856589476E-009,5789.9,,
26776449,3106.6,2691.9,1.1541,1078.2,0.001,0.849,,,,,,,,,0.0002752,-1.44482688E-009,5798.5,,
26807662,3111.7,2695.3,1.1545,1079.7,0.015,0.431,,,,,,,,,0.0002723224,0,5807,,
26838873,3117.5,2699,1.1551,1080.8,0.018,0.1,,,,,,,,,0.0003043799,0.000000001,5816.5,,
26870092,3124,2703.5,1.1556,1081,0.016,-0.05,,,,,,,,,0.0003523495,1.53694738E-009,5827.5,,
26901357,3130.9,2708.5,1.156,1080,0.013,-0.111,,,,,,,,,0.0003806173,9.054669579E-010,5839.4,,
26932556,3137.3,2713.6,1.1562,1078.6,0.006,-0.211,,,,,,,,,0.0003686016,-3.843193972E-010,5850.9,,
26963781,3142.4,2718.4,1.156,1077.7,-0.006,-0.393,,,,,,,,,0.0003170536,-1.652229713E-009,5860.8,,
26994993,3145.4,2722.6,1.1553,1078.1,-0.023,-0.526,,,,,,,,,0.0002306805,-2.766153256E-009,5868,,
27026238,3146.5,2726.3,1.1541,1079.7,-0.036,-0.415,,,,,,,,,0.0001536246,-2.468791733E-009,5872.8,,
27057463,3146.6,2729,1.153,1081.9,-0.037,-0.045,,,,,,,,,8.967173739E-005,-0.000000002,5875.6,,
27088675,3146.2,2730.4,1.1522,1083.5,-0.024,0.42,,,,,,,,,0.000032039,-1.845725477E-009,5876.6,,
27119887,3145.7,2729.9,1.1523,1083.6,0.002,0.825,,,,,,,,,-0.000032039,-2.052989836E-009,5875.6,,
